target,phonemes_clean,phonemes_substitute_5pct,phonemes_substitute_10pct,phonemes_substitute_20pct,phonemes_delete_5pct,phonemes_delete_10pct,phonemes_delete_20pct,phonemes_insert_5pct,phonemes_insert_10pct,phonemes_insert_20pct
IN THE FORM OF A DESSERT PLATE,IH N DH AH F AO R M AH V AH D IH Z ER T P L EY T,IH N DH AH F AO R M AH V AH D IH V ER T P L EY T,IH N DH AH F AO R M AH V AH D AE Z ER T P SH EY T,IH N DH F F AO R M AH V AH D S Z ER HH HH L EY T,IH N DH AH F AO R M AH V AH D Z ER T P L EY T,IH N DH AH F AO R M AH V AH D IH ER T P L EY,IH N DH AH F AO R M AH AH D IH Z T P L,IH N DH AH F AO R M AH V AH D IH Z ER T V P L EY T,IH N DH AH F AO R M AH V AH D S IH Z ER T P AE L EY T,G IH N DH AH AO F CH AO R M AH V AH D IH Z AE ER T P L EY T
AND HERE ON TOP OF THE EAGLE TOWER,AH N D HH IY R AA N T AA P AH V DH AH IY G AH L T AW ER,AH N D HH IY R AA N T AA P AH V DH EH IY G AH L T AW ER,AH N IH HH IY R AA N T AA K AH V DH AH IY G AH L T AW ER,AH N D HH IY R S N T D P AH V DH AH AO G AH L B AW ER,AH D HH IY R AA N T AA P AH V DH AH IY G AH L T AW ER,AH N D HH IY R AA N T AA V DH AH IY G AH L T AW ER,AH N D IY R AA N T P AH DH IY G AH L T AW ER,AH N D HH IY R AA N T AA P AH V DH AH IY G AH L K T AW ER,AH N K D HH IY R AA N T AA HH P AH V DH AH IY G AH L T AW ER,AH N D HH IY R AA N T AA P R AH D V DH AH IY G AH Z L T AE AW ER
THE GARRISON TRIED TO SURRENDER BEFORE HE COULD TRY OUT HIS NEW TOY,DH AH G AE R IH S AH N T R AY D T UW S ER EH N D ER B IH F AO R HH IY K UH D T R AY AW T HH IH Z N UW T OY,DH AH G AE R IH S AH N T R AY D T UW S ER EH N D ER B IH F AO R HH IY G UH IH T R AY AW T HH IH Z N UW T OY,AH AH G AE R IH S V N T R AY D T UW S ER EH N D ER B IH F AO SH HH IY K UH D T OY AY AW T HH IH Z N UW T OY,DH AH G AE F EH S AH N T R K D T UW S ER EH CH D NG B UH F AO R HH IY DH UH D T R AY EY B HH IH Z N UW T OY,DH AH G AE R IH S AH N T AY D T UW S ER EH N D ER B IH F R HH IY K UH D T R AY AW T HH IH Z N UW T OY,DH AH G AE R IH S N T R AY D T UW S ER EH N D ER B IH F AO R HH K UH D T AY AW T HH IH N UW T OY,DH AH AE R S AH N T R AY D T UW S ER N D B IH F AO R HH UH D AY T HH IH Z N UW T OY,DH AH G AE R IH S AH N T R AY D T UW S ER EH N D ER B IH F AO R HH IY P K UH D T R AY AW T HH IH Z TH N UW T OY,AH DH AH G AE R IH S OY AH N T R AY D T UW S ER EH N D ER B IH F AO S R HH IY K UH D T UW R AY AW T HH IH Z N UW T OY,DH AH G AE NG R IH S AH UH N T R AY D T UW S ER EH N D ER B IH T F AO EH R HH IY AA K UH D T R B AY AW T G HH IH Z N UW IH T K OY
WHEN IT COMES TO THE ISSUE OF EQUAL MARRIAGE,W EH N IH T K AH M Z T UW DH AH IH SH UW AH V IY K W AH L M EH R IH JH,W EH N IH T K AH M Z T UW DH AH IH SH UW AH V IY K W AH L M EH R IY JH,W EH N IH T K TH M Z T UW AH AH IH SH UW S V IY K W AH L M EH R IH JH,V EH N IH T K AH Y Z T UW CH AH IH SH S AH AW IY K W AH L M EH N IH JH,EH N IH T K AH M Z T UW DH AH IH SH UW AH V IY K W AH L M EH R IH JH,W EH N IH T K M Z T UW DH IH SH UW AH V K W AH L M EH R IH JH,EH IH T K AH T UW DH AH IH SH UW AH V IY W L M EH R IH JH,W EH N IH T K AH M Z T UW DH AH IH SH UW AH V IY K W AH L M EH R V IH JH,W EH N IH T K R AH M Z T UW T DH AH IH SH UW ZH AH V IY K W AH L M EH R IH JH,W EH N ER IH T K AH M T Z T UW DH AH IH SH UW AH IY V IY K W AH ZH L M EY EH R R IH JH
AND SHE WAS BEING INTERVIEWED BY THE AMERICAN JOURNALISTS,AH N D SH IY W AA Z B IY IH NG IH N T ER V Y UW D B AY DH AH AH M EH R AH K AH N JH ER N AH L AH S T S,AH N D SH IY W AA Z B IY IH NG IH N T ER V Y UW D B AY DH AH AH M EH R AH K AH IH JH HH N AH L AH S T S,AH N D SH IY W AA Z CH IY IH NG IH IY T ER V R UW D B AY DH AH AH M EH R AH K AH N JH ER N TH L AH S T S,AH N D SH CH W AA Z B IY IH NG IH N T ER V Y UW L B AY DH AH AH AO UW R AH K S N JH SH N N L AH S T CH,AH N D SH IY W AA Z B IY IH NG IH N T ER Y UW D B AY DH AH M EH R AH K AH N JH ER N AH L AH S T S,N SH IY W AA Z B IY IH NG IH N T ER Y UW D B AY DH AH AH M EH AH K AH N JH ER N AH L AH S T S,AH SH IY W AA Z B IY IH IH N T ER V UW D B AY DH AH AH M EH R AH K N JH ER N AH S T,AH N D SH IY W AA Z B IY R IH NG IH N T ER V Y UW D B AY DH AH AH M EH R SH AH K AH N JH ER N AH L AH S T S,AH N D T SH IY W AA Z B IY IH NG IH R N T ER V IY Y UW D B AY DH AH AH M EH R AH K AH N JH ER N CH AH L AH S T S,AH N D SH EH IY DH W AA JH Z IY B IY IH UW NG IH N T ER V Y UW D V B AY DH AH AH M EH R AO AH K AH N JH ER N AH L M AH S T S
AND IT'S PERFECT FOR TONIGHT,AH N D IH T EH S P ER F EH K T F AO R T AH N AY T,AH N D IH T EH S P ER F EH K T F AW R T AH N AY T,HH N D IH T EH S P ER F EH K T F AO R T AH N EH T,AH N D IH B AH S P ER F EH K T F AO R T R UH AY T,AH N D IH T EH S P ER F EH K T F R T AH N AY T,AH N D IH T EH S P ER F EH K T F AO R N AY T,AH N D IH T S P F EH K T F R AH N AY T,AH N D IH T EH S P G ER F EH K T F AO R T AH N AY T,G AH N D Z IH T EH S P ER F EH K T F AO R T AH N AY T,AH N D T IH T EH S G P ER F EH CH K T F AO R ER T AH N AY T
ALL MY FINGERS WERE HANGING OFF,AO L M AY F IH NG G ER Z W ER HH AE NG IH NG AO F,AO L M AY F IH NG G ER G W ER HH AE NG IH NG AO F,AO L M AY F IH NG G ER ' W ER HH AE NG IH NG W F,AO L M AY L N NG G ER F W ER HH AE NG IH DH AO F,AO L M AY F IH NG G ER W ER HH AE NG IH NG AO F,AO L M AY F IH G ER Z W HH AE NG IH NG AO F,AO L AY F IH NG G ER Z W ER HH NG NG AO,AO L M AY F IH NG G UH ER Z W ER HH AE NG IH NG AO F,AO L M AY F ' IH NG G ER V Z W ER HH AE NG IH NG AO F,AW AO L M AY F IH NG G ER Z W ZH ER HH AE CH NG IH NG V AO F
IT WAS A BRUTAL EXPERIENCE,IH T W AA Z AH B R UW T AH L IH K S P IH R IY AH N S,IH T W AA Z AH B R L T AH L IH K S P IH R IY AH N S,IH T B AA Z AH B R UW T AH L IH F S P IH R IY AH N S,IH T IH AA Z AH B R CH W AH L IH K S P ER R IY AH N S,IH T W AA Z AH B R UW T AH L IH S P IH R IY AH N S,IH T AA Z AH B R UW T AH L IH S P IH R IY AH N S,IH T W AA Z AH B R UW T IH S IH R IY AH N S,IH T W AA Z AH B R UW T AH L IH K S G P IH R IY AH N S,IH T W AA Z AH B R UW T AH L IH F K S P IH AW R IY AH N S,IH T W W AA Z AH B R UW OY T AH L OY IH K S UH P IH R IY AH N S
IT SOUNDS WRONG,IH T S AW N D Z R AO NG,IH T S AW N V Z R AO NG,IH T S AW N D Z B AO NG,IH T S AW AW D Z R UH NG,IH T S AW N D Z R NG,IH T S AW N Z R AO NG,IH S AW N Z R AO NG,IH T S AW R N D Z R AO NG,IH S T S AW N D Z R AO NG,IH AO T K S AW N D Z R AO NG
GET DOWN TO YOUR LOCAL ONE,G EH T D AW N T UW Y AO R L OW K AH L W AH N,G EH CH D AW N T UW Y AO R L OW K AH L W AH N,G EH T D JH N T UW Y AO R L OW K AH UH W AH N,G EH T D AE Y T UW Y AO AW L OW K AH L W AH AA,G EH T D AW N T UW Y AO R L OW K AH W AH N,G EH T AW N T UW Y AO L OW K AH L W AH N,G EH T D AW T UW Y AO L OW AH W AH N,G EH IY T D AW N T UW Y AO R L OW K AH L W AH N,G EH T IY D T AW N T UW Y AO R L OW K AH L W AH N,G EH T D AW N T UW Y AO R EH L OW K Y AH L V W AH CH N
IN EXACT DETAIL,IH N IH G Z AE K T D IH T EY L,IH N F G Z AE K T D IH T EY L,IH N IH G Z AE K T D IH T IY L,HH N IH G Z AE K T D Y EY EY L,IH N G Z AE K T D IH T EY L,IH N IH G Z AE K T D IH T L,IH N IH G AE T D IH EY L,IH N IH IH G Z AE K T D IH T EY L,IH N IH G Z AE K T IH D IH T EY L,IH N B IH G Z AE AH K T D IH T EY TH L
AND THE MAN WHO MADE THE DISCOVERY,AH N D DH AH M AE N HH UW M EY D DH AH D IH S K AH V ER IY,AH N D DH AH M AE N HH UW M EY DH DH AH D IH S K AH V ER IY,AH N D DH AH M AE N HH UW M EY D T AH HH IH S K AH V ER IY,T N D DH AH M AE N HH UW M EY D V AH HH IH S K JH JH ER IY,AH N D DH AH M N HH UW M EY D DH AH D IH S K AH V ER IY,AH N D DH AH M AE N HH M EY D DH AH D S K AH V ER IY,AH DH AH M AE N HH UW EY D DH D IH K AH V ER IY,AH N D DH AH M AE N HH UW K M EY D DH AH D IH S K AH V ER IY,AH N D DH AH M AE N HH UW M EY D G DH AH SH D IH S K AH V ER IY,AH N D DH AW AH IY M AE N HH UH UW M M EY D DH AH D F IH S K AH V ER IY
BUT THESE ARE ONE OF THE MOST WARY BIRDS IN THE WORLD,B AH T DH IY Z AA R W AH N AH V DH AH M OW S T W EH R IY B ER D Z IH N DH AH W ER L D,B AH T DH P Z AA R W AH N AH V P AH M OW S T W EH R IY B ER D Z IH N DH AH W ER L D,B AH T DH IY Z AA R W UH N AH AO DH AH M OW S T W EH R IY B CH D Z IH N ZH AH W ER L D,B M T DH SH ZH AA R W AH N AH V DH AH M OW S T OY EH R EY B ER S Z IH N T AH W ER L D,B AH T DH IY Z AA R W AH N AH V AH M OW S W EH R IY B ER D Z IH N DH AH W ER L D,B AH T DH IY Z AA R W AH N AH V DH AH M OW S T R IY B ER IH N DH AH W ER L D,B AH T DH IY Z AA W AH N AH V DH AH M S T W R IY B ER N DH AH W ER L,B AH T DH IY D Z AA R W AH N AH V DH AH M OW S T W EH R IY B ER D Z IH N DH AH W ER L CH D,B AH T DH IY Z AA R W AO AH N AH CH V DH AH M OW S T W EH R IY B TH ER D Z IH N Z DH AH W ER L D,B AH T DH IY Z AA R D W Y AH N AH Y V DH AH M DH OW TH S T AW W UW EH R IY B ER D Z IH N DH AH W ER L D
AND THE WEATHER HAS BEEN PERFECT,AH N D DH AH W EH DH ER HH AE Z B IH N P ER F EH K T,AH N D DH AH W EH DH ER HH V Z B IH N P ER F EH K T,AH N D DH AH W EH DH M HH AE Z B UH N P ER F EH K T,AH N D DH OY W EH DH ER HH D TH B IH N P ER F EH NG T,AH D DH AH W EH DH ER HH AE Z B IH N P ER F EH K T,AH N D DH AH W EH DH ER AE Z B IH N P ER EH K T,N D DH AH W EH DH ER HH AE Z B P ER EH K T,AH N D DH AH W EH NG DH ER HH AE Z B IH N P ER F EH K T,AH N D DH AH W EH DH TH ER HH AE Z B L IH N P ER F EH K T,AH W N D DH AH AE W EH DH ER HH AW AE Z B IH N P ER F EH AA K T
HE WAS SHOT AND KILLED,HH IY W AA Z SH AA T AH N D K IH L D,HH IY W AA Z SH AA OY AH N D K IH L D,HH IY W AA ' SH AA T AH N D K IH IY D,HH SH W AA Z B AA T HH N D K IH L D,HH IY W AA Z SH AA T AH D K IH L D,HH IY Z SH AA T AH N D K IH L D,IY W Z SH AA T N D K IH L D,HH IY W AA Z SH AA T AH N D D K IH L D,HH IY W AA IY Z SH AA T AH N D K IH ' L D,HH IY W ZH AA OY Z SH AA T AH N W D K IH L D
SO WHEN THE BODY IS BROUGHT BACK,S OW W EH N DH AH B AA D IY IH Z B R AO T B AE K,S EY W EH N DH AH B AA D IY IH Z B R AO T B AE K,S OW W EH N DH AH B AA Z IY IH Z B R AO T B TH K,S OW W EH OW DH AH JH B D IY IH Z B AH AO T B AE K,S OW W EH N DH AH B AA D IY IH Z B R AO T AE K,S OW W EH N DH AH B AA D IY IH R AO T B AE K,S W EH N DH AH B AA D IY Z B T B AE K,S OW W EH N DH AO AH B AA D IY IH Z B R AO T B AE K,S OW W EH N DH AH B AA T D IY IH Z B R AO T B Y AE K,OW S OW W EH N DH AH B AA G D IY IH Z B R SH AO T JH B AE K
RISING ABOVE IT,R AY Z IH NG AH B AH V IH T,R AY Z IH NG AH OW AH V IH T,R AY R IH NG AH B AH V IH T,R AY Z IH NG AH EH AH V G T,AY Z IH NG AH B AH V IH T,R AY Z IH NG AH B AH V IH,R AY Z AH B AH V IH T,R AY Z IH NG AH OY B AH V IH T,R AY R Z IH NG AH B AH V IH T,R AY Z IH AH NG AH B AO AH V IH T
IN THE BASEMENT,IH N DH AH B EY S M AH N T,IH N DH AH B EY S M AH AA T,IH N DH AH B EY S M T N T,IH N DH AH B L S M AH ER T,IH N DH AH B S M AH N T,IH N AH B EY S M AH N T,IH N AH B EY S M N T,IH N DH AH B UW EY S M AH N T,IH N DH AH B EY S M SH AH N T,IH N SH DH AH B EY S OY M AH N T
SOMETHING LIKE A GARDEN COMPOST,S AH M TH IH NG L AY K AH G AA R D AH N K AA M P OW S T,S AH M TH IH NG L AY K AH G AA R D AH N K AA OW P OW S T,S AH M TH IH NG L AY K AH V W R D AH N K AA M P OW S T,S AH M TH IH TH L AY K UH G AA R D OY AA AW AA M P OW S T,S M TH IH NG L AY K AH G AA R D AH N K AA M P OW S T,S AH M TH IH NG L AY K AH G AA R D AH N K AA OW S T,S AH M IH NG L AY K G AA R D K AA M P OW S,S AH M TH IH NG L AY K AH G AA R D OY AH N K AA M P OW S T,S AH M TH IH NG L AY K AH UW G V AA R D AH N K AA M P OW S T,S AH M TH CH IH NG OW L AY K AH M G AA R D K AH N K AA M K P OW S T
BUYING A NEW BUILD PROPERTY SHOULD MEAN YOU DON'T HAVE ANY WORK TO DO,B AY IH NG AH N UW B IH L D P R AA P ER T IY SH UH D M IY N Y UW D UW EH N T AY HH AE V EH N IY W ER K T UW D UW,K AY IH NG AH N UW B IH L D P R AA P ER T IY SH UH D M IY N Y UW D UW EH N M AY HH AE V EH N IY W ER K T UW D UW,B AY IH NG AH N UW B IH L D P F AA P ER T IY SH UH OW M IY N G UW D UW EH Y T AY HH AE V EH N IY W ER K T UW D UW,B AY IH AY AH N UW B IH L D P R JH P T T IY CH UH D M ' N Y UW D UW EH ZH T IH HH AE V EH N V W R K T UW D UW,B AY IH AH N UW B IH L D P R AA P ER T IY SH UH D M IY N Y UW D UW EH N T AY HH AE V EH N W ER K T UW D UW,AY IH NG AH N UW B IH L D P R AA P ER T IY SH D M IY N Y D UW EH N T AY HH AE V N IY W ER K T UW D UW,IH NG AH N UW B IH L P R AA P T IY SH D M IY N Y UW D UW EH N T AY HH AE V N IY ER T D UW,B AY IH NG NG AH N UW B IH L D P R OY AA P ER T IY SH UH D M IY N Y UW D UW EH N T AY HH AE V EH N IY W ER K T UW D UW,B AY IH NG AH N UW B IH L D P F R AA P ER T IY SH UH NG D M IY N W Y UW D UW EH G N T AY HH AE V EH N IY W ER K T UW D UW,B AY IH NG AH N OY UW ZH B IH L D P R AA P NG ER T IY IY SH UH AH D M IY AY N Y UW D UW EH D N T AY G HH AE V R EH N IY W ER K T UW D UW
BORN INTO A FAMILY OF DANCERS,B AO R N IH N T UW AH F AE M AH L IY AH V D AE N S ER Z,B AO R N IH N T UW AH F AE M P L IY AH V D AE N S ER Z,B T R N IH N T UW AH F AE M AH K IY AH V D AE N S ER Z,B W R N IH N T UW AH F AE ER NG L IY AH V AO JH N S ER Z,B AO R N IH N T UW AH F AE M AH L IY V D AE N S ER Z,B AO R N IH N UW AH AE M AH L IY AH V D AE N S ER Z,B AO IH N T AH F AE M AH AH V D AE N S ER Z,B AO R N IH N T UW AH F AE M AH L IY AH V D AA AE N S ER Z,B SH AO R N IH N T UW AH F AE M AH K L IY AH V D AE N S ER Z,B AO R N IH T N S T TH UW AH F T AE M AH L IY AH V D DH AE N S ER Z
WELCOME TO THE TOWER,W EH L K AH M T UW DH AH T AW ER,W EH L K AH M T UW V AH T AW ER,W EH L K AH M T UW DH AH T OW ER,W EH L K AH M W B IY AH T AW ER,W EH L K AH M T UW AH T AW ER,W EH L K AH M UW DH AH T AW ER,W K AH M T UW DH AH AW ER,W EH L K AH M T UW DH AH T AW W ER,W EH L K AH M T UW DH AH T NG AW ER,TH W EH L K OW AH M T AW UW DH AH T AW ER
THE PERFECT FAMILY,DH AH P ER F EH K T F AE M AH L IY,DH AH P ER F EH K T F AE M AH ZH IY,DH AH P ER F EH D T F AE M AH L IY,DH M N ER F EH W T F AE M AH L IY,DH AH P ER F EH K T F AE M AH L,DH AH P ER F EH K T F AE M AH IY,DH AH P ER EH K F AE M L IY,DH AH P ER F EH SH K T F AE M AH L IY,DH AH P ER F EH D K T F AE M AH L IY,DH AH P AH ER F EH K M T F AE M AH Y L IY
HE WAS ABOUT TO FIND OUT,HH IY W AA Z AH B AW T T UW F AY N D AW T,HH IY W AA Z AH B TH T T UW F AY N D AW T,HH UH W AA Z AH B AW T T UW F AY N D D T,HH IY W OY TH AH B AW T T UW ZH AY N D AW T,HH IY W AA Z AH B AW T T UW F AY N D AW,HH IY W AA Z AH B AW T T F AY N AW T,HH IY W AA Z AH AW T UW F AY N D AW,M HH IY W AA Z AH B AW T T UW F AY N D AW T,HH TH IY W AA Z AH B AW T T UW F AY N D CH AW T,HH IY IY W AA Z AH B SH AW T Z T UW F AY N D AW T
EVERY SINGLE PERSON,EH V ER IY S IH NG G AH L P ER S AH N,EH V ER IH S IH NG G AH L P ER S AH N,EH V ER IY S S NG G AH AY P ER S AH N,CH V ER IY S IH NG G AE L P ER S M N,EH V IY S IH NG G AH L P ER S AH N,EH V ER IY S IH NG AH L P ER S AH,EH V ER IY S IH NG AH L P ER S,EH V ER IY NG S IH NG G AH L P ER S AH N,EH V ER IY S R IH NG G AH AY L P ER S AH N,HH EH CH V ER IY S IH NG G P AH L P ER S AH N
THERE IS A HUGE CROSSOVER BETWEEN THE TWO,DH EH R IH Z AH HH Y UW JH K R AO S OW V ER B IH T W IY N DH AH T UW,DH EH R IH Z AH HH Y UW JH K R AO TH OW V ER B IH T W IY N DH AH T UW,DH EH R ' Z AH HH Y UW JH K R AO S P V D B IH T W IY N DH AH T UW,DH EH R IH K AH HH Y UW JH K R AO S K TH CH B IH T W IY N DH AH ZH UW,DH R IH Z AH HH Y UW JH K R AO S OW V ER B IH T W IY N DH AH T UW,DH EH R IH Z AH Y UW JH K R AO S OW V B IH T W N DH AH T UW,DH EH R IH AH HH UW JH K R S V ER IH T W IY N DH AH T UW,DH EH R IH Z AH HH Y UW JH K R AO S OW V ER B IH T W IY N DH AH T OY UW,DH EH R OY IH Z AH HH Y UW JH K R AO S D OW V ' ER B IH T W IY N DH AH T UW,DH ER EH R IH Z AH HH Y UW JH K V R W AO S OW V ER B IH T W IY N AH DH OW AH T UW
I'LL MEET YOU AT THE PARTY,AY ' L EH L M IY T Y UW AE T DH AH P AA R T IY,OW ' L EH L M IY T Y UW AE T DH AH P AA R T IY,AY ' HH EH T M IY T Y UW AE T DH AH P AA R T IY,AY ' L EH L UH IY T Y V TH T UH AH P AA R T IY,AY ' L EH L M IY T Y UW AE T DH AH P AA T IY,AY ' L EH L IY T Y UW AE T DH AH P R T IY,AY ' EH M T Y UW AE T DH AH P AA T IY,AY ' L EH L M IY T Y UW AE T DH AH P AA R UW T IY,AY ' HH L EH SH L M IY T Y UW AE T DH AH P AA R T IY,AY ' V L EH L M IY T Y R UW AE TH T DH AH P AA R NG T IY
THIS IS A SEMIFINAL,DH IH S IH Z AH S EH M IY F AY N AH L,DH IH S IH Z OY S EH M IY F AY N AH L,DH IH S IH Z OY S EH M AW F AY N AH L,DH IH S IH N AH S EH M AA F T N AH L,DH S IH Z AH S EH M IY F AY N AH L,DH S IH Z AH S EH M IY AY N AH L,DH IH S IH AH S EH M IY F AY L,DH IH S IH Z AH S EH M IY F AY Z N AH L,DH IH S IH Z AW AH S EH M OW IY F AY N AH L,DH IH S IH CH Z AH S EH M B IY F AY N ZH AH L
IT WON'T TAKE A MOMENT,IH T W OW EH N T AY T EY K AH M OW M AH N T,IH T W OW EH SH T AY T EY K AH M OW M AH N T,IH T W OW EH N T AY T EY L AH TH OW M AH N T,IH T W AA EH N T AY T T JH AH M ZH M AH N T,IH T W OW EH T AY T EY K AH M OW M AH N T,IH T W OW EH N T AY T K AH M OW M AH T,IH T W OW EH N T AY EY AH M M AH N,IH T W OW EH N T T AY T EY K AH M OW M AH N T,IH T W OW EH N T AY T EY T K AH K M OW M AH N T,IH T W D OW EH N T AY T EY K N AH V M OW M AH L N T
AND IT WAS BUILT TOTALLY BY PUBLIC SUBSCRIPTION,AH N D IH T W AA Z B IH L T T OW T AH L IY B AY P AH B L IH K S AH B S K R IH P SH AH N,AH N D IH T W AA Z AA IH L T T OW T AH L IY B AY P AH B L IH K S AH B S K R IH P OW AH N,AH N G IH AW W AA Z B IH L T T OW T R L IY B AY P AH B L IH K S AH B S K R IH P IY AH N,AH N D Y R W AA Z B IH ER T T OW AE AH G IY B AY P AH B L AA K S AH B S B R IH P SH AH N,AH N D IH W AA Z B IH L T T OW T L IY B AY P AH B L IH K S AH B S K R IH P SH AH N,AH N D IH T AA Z B IH L T T OW T L IY B P B L IH K S AH B S K R IH P SH AH N,N D IH T W AA Z B L T T OW T AH L P AH B L IH K S AH S K IH P SH AH N,AH N D IH T W AA Z B IH L T T OW T T AH L P IY B AY P AH B L IH K S AH B S K R IH P SH AH N,AH N P D IH AW T W AA Z B IH L T T OW T F AH L IY B AY P AH B L IH K S AH B S K R IH P IY SH AH N,AH Z N D D IH T W AA Z B IH L T S T OW T AH L IY B AY P AH B L IH UH K S AH B S K R SH IH L P SH CH AH N
AND PEOPLE LIVING,AH N D P IY P AH L L IH V IH NG,AH N D P IY P AH L L Y V IH NG,AH AY D P IY P AH L L IH V IH NG,AH N P P IY OY F L L IH V IH NG,AH N D P IY P L L IH V IH NG,AH N D IY P AH L L IH V IH NG,AH N D P IY AH L IH V NG,NG AH N D P IY P AH L L IH V IH NG,AH AY N D P IY P AH L L IH V IH NG,AH N DH D P IY K P AH L ZH L IH V IH NG
HE DOESN'T OWN ME,HH IY D AH Z EH N T AY OW N M IY,HH IY D AH Z EH N T AY OW AA M IY,HH IY D AH Z EH N DH AY OW N M IY,HH IY D AH Z EH N UW AH CH N M IY,HH D AH Z EH N T AY OW N M IY,HH IY D AH Z EH N T AY OW N M,HH IY D AH Z EH T OW N M,HH IY D AH Z OW EH N T AY OW N M IY,HH IY D AH Z EH N DH T AY OW N M IY,HH IY D AH TH Z EH L N T AY Y OW N M IY
BUT IN THOSE DAYS,B AH T IH N DH OW Z D EY Z,B R T IH N DH OW Z D EY Z,B AH T IH AA DH OW Z D EY Z,B AH T L N DH OW Z T EY Z,B AH T IH N DH OW Z D Z,B AH T N DH OW Z D EY Z,B AH T IH N OW D EY Z,B AH S T IH N DH OW Z D EY Z,B AH T IH AA N DH OW Z D EY Z,B AH T IH N DH OW Z W D EY T Z
HE'S JAPANESE MADE,HH IY EH S JH AE P AH N IY Z M EY D,HH IY SH S JH AE P AH N IY Z M EY D,L IY EH S JH AE P AH N IY Z M EY D,HH IY EH S JH V SH AH EH IY Z M EY D,HH IY EH JH AE P AH N IY Z M EY D,HH IY S JH AE P AH N IY Z M EY D,HH IY EH JH AE P AH N IY Z EY,HH IY ZH EH S JH AE P AH N IY Z M EY D,K HH IY EH S JH AE P AH N IY Z M EY D,B HH IY EH S L JH AE P N AH N IY Z M EY D
WHAT HAVE YOU LEARNED,W AH T HH AE V Y UW L ER N D,W AH AH HH AE V Y UW L ER N D,IY AH T HH AE V Y UW L ER N D,W AH T HH AE M Y UW HH ER N D,W AH T HH AE V Y UW L N D,AH T HH AE V Y UW L ER N D,W AH T AE V Y UW L N D,W AH T HH AE V Y UW AA L ER N D,IY W AH T HH AE V Y UW L ER N D,W AH T HH AE V AA Y UW L JH ER N D
I'M SORRY THAT DOESN'T MEET WITH YOUR APPROVAL,AY AH M S AA R IY DH AE T D AH Z EH N T AY M IY T W IH DH Y AO R AH P R UW V AH L,AY AH M S AA R IY DH AE T D AH Z EH N T L M IY T W IH DH Y F R AH P R UW V AH L,AY AH M S AA R IY DH AE T D AH Z EH N T AY M IY T W IH D G AO R AH UW R UW V AH L,AY AH M S AA R IY F TH SH D AH JH EH N T AY K IY T W IH DH Y AO R AH P R UW F AH IY,AY AH S AA IY DH AE T D AH Z EH N T AY M IY T W IH DH Y AO R AH P R UW V AH L,AY AH S AA R IY DH AE T D AH Z EH N AY M IY T W IH DH Y AO R AH P R UW AH L,AY M S AA R IY DH AE T AH Z T AY M IY T W IH DH Y R AH R UW V AH,AY P AH M S AA R IY DH AE T D AH Z EH N T AY M IY T W IH DH Y AO AW R AH P R UW V AH L,AY AH M S AA R IY DH AE T D AH Z EH N T AY M IY T W IH UH DH G Y AO R AH D P R UW V AH L,AY AH M S AA R IY DH AE T D AH Z EH N T UH AY M DH IY T SH W IH DH Y Y AO AH R AH P R UW F V AH W L
IT SEEMED TO BE,IH T S IY M D T UW B IY,IH T S IY M D T K B IY,IH T S IY M D Y UW B IY,IH T S IY M IY T UW JH IY,IH T S IY M D UW B IY,IH T S IY M D T UW B,IH T S IY M D B IY,IH T S S IY M D T UW B IY,IH T S IY M D W T UW B IY,IH T S IY M D G T UW B D IY
HE ORDERED THEM BACK INSIDE,HH IY AO R D ER D DH EH M B AE K IH N S AY D,HH IY AO R D ER D DH EH M OW AE K IH N S AY D,HH IY AO R D EH D DH EH M B AE K IH N S AY AW,HH IY AO M D ER D DH EH M B AE D AE N S JH D,HH IY AO R D ER D DH EH M B AE K IH N S D,HH IY R D ER D DH EH M B AE K IH S AY D,IY AO R ER D DH EH M B AE IH N AY D,HH IY AO R D AH ER D DH EH M B AE K IH N S AY D,HH IY AO R D AW ER D DH EH M B AE K IH N S AY EH D,D HH OY IY AO K R D ER R D DH EH M B AE K IH N S AY D
THAT'S QUITE A LARGE LEAF,DH AE T EH S K W AY T AH L AA R JH L IY F,DH AE T EH S K W AY OY AH L AA R JH L IY F,DH AE T EH S K W Z T AH L AA TH JH L IY F,DH AE HH EH S T W AY T S L AA R JH L IY F,DH AE T EH S K W AY T AH AA R JH L IY F,DH AE T EH S K AY T AH L AA R L IY F,DH AE T EH K W AY T AH AA R L IY F,DH AE T EH S K W AY NG T AH L AA R JH L IY F,DH AE T EH S K W Y AY T AH L AA T R JH L IY F,DH AE T EH S K SH W AY T AH L AA R ZH JH L TH IY F
THERE IS NO AIR SO THERE IS NO SOUND,DH EH R IH Z N OW EH R S OW DH EH R IH Z N OW S AW N D,DH EH R IH Z N OW EH AW S OW DH EH R IH Z N OW S AW N D,DH EH R IH S N OW IH R S OW DH EH R IH Z N OW S AW N D,DH EH R IH G N AY EH G S OW DH EH R IH Z N Z S AW N D,DH EH R IH Z N OW EH S OW DH EH R IH Z N OW S AW N D,DH EH R IH Z N OW EH R S OW DH R IH N OW S AW N D,EH R Z N OW EH R S OW DH EH R Z OW S AW N D,DH EH R IH Z N OW EH R S EY OW DH EH R IH Z N OW S AW N D,DH EH R IH HH Z N OW S EH R S OW DH EH R IH Z N OW S AW N D,DH UH EH R IH SH Z N K OW EH R S OW DH EH R IH Z V N OW S AW N D
